anon_id,anon_filename_he,anon_filename_ihc,point_id,ihc_x,ihc_y,mpp_ihc_10X,mpp_he_10X,ihc_antibody,he_x,he_y
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_0,18138.090038297963,16024.374525466843,0.9109542245502164,0.9109542245502164,KI67,14620.681437701081,13644.96854248059
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_1,18419.654934653616,15768.124272235533,0.9109542245502164,0.9109542245502164,KI67,14839.166090813596,13363.83580216912
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_2,34417.07662578497,7128.9743678241675,0.9109542245502164,0.9109542245502164,KI67,31756.5022255037,4846.030187977
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_3,33395.82409287772,8808.367421938305,0.9109542245502164,0.9109542245502164,KI67,30721.688422155927,6398.1463873229695
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_4,38160.47678659845,9286.92436174258,0.9109542245502164,0.9109542245502164,KI67,36857.15172888046,7889.106196264586
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_5,39677.37721547669,10475.87748753503,0.9109542245502164,0.9109542245502164,KI67,39697.65647540478,10376.137786065336
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_6,38372.12822202949,10362.089782479621,0.9109542245502164,0.9109542245502164,KI67,37646.43794043617,9825.161781579103
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_7,38373.61667308053,10986.325723568818,0.9109542245502164,0.9109542245502164,KI67,37392.850171652695,10661.012398818388
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_8,38896.7634395518,10727.670871805827,0.9109542245502164,0.9109542245502164,KI67,38218.226858432,10496.602012505793
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_9,38190.19065169832,12104.016280984497,0.9109542245502164,0.9109542245502164,KI67,37413.666883279046,11906.183101677489
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_10,38119.853705414665,11678.996690456006,0.9109542245502164,0.9109542245502164,KI67,37343.63151418368,11356.238774841091
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_11,36952.51407964421,11075.95512492113,0.9109542245502164,0.9109542245502164,KI67,35434.9939372836,10172.148698877143
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_12,40636.73435091738,6261.909012265401,0.9109542245502164,0.9109542245502164,KI67,41139.28269203686,4451.855406822039
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_13,39966.79268933024,7318.564966313432,0.9109542245502164,0.9109542245502164,KI67,39658.256607663534,5822.196643870783
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_14,40375.64803167078,6779.043623359895,0.9109542245502164,0.9109542245502164,KI67,40496.992446056036,5132.9265591007315
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_15,41620.67385419861,11864.972448547429,0.9109542245502164,0.9109542245502164,KI67,43237.65721777311,12366.852053663006
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_16,41732.54484431499,11931.817162898078,0.9109542245502164,0.9109542245502164,KI67,43337.82417256342,12471.554237212942
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_17,40273.04382779,12697.181265286586,0.9109542245502164,0.9109542245502164,KI67,41051.69806068261,13583.63425218057
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_18,41058.9213238547,12529.24485453594,0.9109542245502164,0.9109542245502164,KI67,42440.06332376699,13439.47281228393
56,56_HE_val.ndpi,56_KI67_val.ndpi,56_19,29787.882731009686,20704.538724129863,0.9109542245502164,0.9109542245502164,KI67,28474.204112571966,18010.844788157003
